,title,author,count,asin_list,narrator_count,narrator_list
1608,The Brightest Star in the Sky,Marian Keyes,3,"['B0035E6YQM', 'B0036KZI6M', 'B0036IN94W']",3,"['Niamh Daly', 'Caitriona Keyes', 'Gerri Halligan']"
1610,Desert Gold,Zane Grey,3,"['B00L2KZZ3E', 'B002VA9DFK', 'B07H7RFXPX']",3,"['John Bolen', 'Al Kessel', 'J Rodney Turner']"
1613,Winter in Madrid,C. J. Sansom,3,"['1529024161', 'B002UZNB7M', 'B0036GMOD6']",3,"['Gordon Gordon', 'Simon Russell Beale', 'Daniel Weyman']"
1617,The Meditations of Marcus Aurelius,Marcus Aurelius,3,"['B002V018V2', 'B07C4KKMT9', 'B07SC59FXQ']",3,"['Robin Homer', 'Walter Covell', 'Jonathan Waters']"
1618,The Lost Man,Jane Harper,3,"['1250316944', '1528841174', 'B07F7L1D1V']",2,"['Stephen Shanahan', 'Steve Shanahan']"
1620,The Right Attitude to Rain,Alexander McCall Smith,3,"['B00VJ6V86O', 'B0032N2SB6', 'B002V0LOI4']",2,"['Davina Porter', 'Hilary Neville']"
1625,Careless in Red,Elizabeth George,3,"['B002V02ZPA', 'B0083WDIME', 'B0032N4XB4']",2,"['Crispin Redman', 'Charles Keating']"
1637,Gentlemen and Players,Joanne Harris,3,"['B002V8N434', 'B004JORN8A', 'B0032N50FM']",2,"['Steven Pacey', 'Derek Jacobi']"
1640,Genghis,Conn Iggulden,3,"['1980034923', 'B002V8MNEA', 'B0036GMLL6']",2,"['Richard Ferrone', 'Russell Boulter']"
1641,Eight Cousins,Louisa May Alcott,3,"['B00B0ZJN2A', 'B002UZNC3U', 'B071F7N5PC']",3,"['Barbara Caruso', 'Maria Therese', 'Flo Gibson']"
1643,Warlight,Michael Ondaatje,3,"['B07B139QZK', 'B07CNPKLTX', 'B07CJLFNXS']",2,"['Steve West', 'George Blagden']"
1644,Joseph Andrews,Henry Fielding,3,"['B00U1R3MWK', 'B017Y1Q5VU', 'B0089OKMUW']",3,"['Rufus Sewell', 'John Telfer', 'Sean Barrett']"
1645,Echo Park,Michael Connelly,3,"['B002V8N32G', 'B00T8JYZTG', 'B0032NAMP0']",2,"['Michael Brandon', 'Len Cariou']"
1646,Eclipse,Richard North Patterson,3,"['B00QU79NJ6', 'B002V8KNBA', 'B002UZDVD6']",3,"['William Hope', 'Peter Francis James', 'Francis James']"
1647,The Imitation of Christ,Thomas à Kempis,3,"['B002V1O1WO', 'B01M1LB5LE', 'B07NS8X61L']",3,"['Bob Souer', 'Thomas Collins', 'Charlie Glaize']"
1648,Bones,Jonathan Kellerman,3,"['B002V8KLTE', 'B008RMH1ZA', 'B002V18EJA']",2,"['Jeff Harding', 'John Rubinstein']"
1652,Bones to Ashes,Kathy Reichs,3,"['B002V0RMI0', 'B0051B94FA', 'B0032NANZ4']",2,"['Linda Emond', 'Lorelei King']"
1659,The Idiot,Fyodor Dostoevsky,3,"['B00O9GLQ7W', 'B006L9Y7QC', 'B01N5SP1JP']",3,"['Simon Vance', 'Jefferson Mays', 'Alastair Cameron']"
1660,Still Life with Crows,"Douglas Preston, Lincoln Child",3,"['B00595275W', 'B07CQNCMHY', 'B002V9Z2LU']",2,"['Rene Auberjonois', 'Scott Brick']"
1661,One Step Behind,Henning Mankell,3,"['B002VAA188', 'B0032N8JJG', 'B004QJ511E']",3,"['Sean Barrett', 'Nikolaj Coster Waldau', 'Dick Hill']"
1663,Us Against You,Fredrik Backman,3,"['B079K2XWVW', 'B07DX5Y7B7', 'B07CZ2PVKJ']",2,"['Marin Ireland', 'John Sackville']"
1671,Vanish,Tess Gerritsen,3,"['B002V8KP5Y', 'B002V0Q9W0', 'B00PV3KJRU']",3,"['Lorelei King', 'Anne Heche', 'Susan Denaker']"
1674,Breaking the Rules,Barbara Taylor Bradford,3,"['B0036KVC2G', 'B002V1J53O', 'B002VA91FM']",2,"['Katherine Kellgren', 'Zoe-Anne Phillips']"
1676,The Godfather's Revenge,Mark Winegardner,3,"['B002V9Z0G2', 'B002V5GL3W', 'B0032N2SJ8']",2,"['Joe Mantegna', 'Scott Brick']"
1687,Force of Nature,Jane Harper,3,"['B076PJ7WC2', 'B075QM2Q8N', 'B075MSTNRY']",2,"['Stephen Shanahan', 'Steve Shanahan']"
1688,The Summons,John Grisham,3,"['B002V0QL8M', 'B00OL68BDW', 'B0032N4TMC']",2,"['Michael Beck', 'Kerry Shale']"
1697,Remarkable Creatures,Tracy Chevalier,3,"['B0031SUK1W', 'B003JN9IBC', 'B0036GPQ72']",3,"['Hattie Morahan', 'Charlotte Parry', 'Sarah Le Fevre']"
1700,Ivanhoe,Walter Scott,3,"['B01IDZPDJQ', 'B003E2NWAG', 'B00TMIP3GW']",3,"['David McCallion', 'Simon Prebble', 'Nigel Graham']"
1710,War of the Worlds,H. G. Wells,3,"['B005JEDFNQ', '1982741880', 'B002V0876Q']",3,"['Roger Watson', ""Gerry O'Brien"", 'Blair Mellow']"
1711,The Innocent Man,John Grisham,3,"['B0032N8S9C', 'B0036LPR8A', 'B002V8HI4K']",2,"['Craig Wasson', 'Dennis Boutsikaris']"
1713,The Spirit of the Border,Zane Grey,3,"['B00L9AMGSE', 'B002V8HGN8', 'B002V00V38']",3,"['Brian Grey', 'Robert Morris', 'Michael Prichard']"
1714,The Gate House,Nelson DeMille,3,"['B004ASFKXK', 'B002VA8WHA', 'B002VAA7J6']",2,"['Jeff Harding', 'Christian Rummel']"
1717,The Cry of the Halidon,Robert Ludlum,3,"['B008I3BOVK', 'B002VA3A8Q', 'B008VTNVBW']",2,"['Stephen Hoye', 'Robert Foxworth']"
1720,The Innocent,Harlan Coben,3,"['B002V8HI8Q', 'B0032N8SP6', 'B002V8DJ34']",3,"['Dylan Baker', 'Scott Brick', 'Tim Machin']"
1721,Isaac's Storm,Erik Larson,3,"['B002UZKMUG', 'B00VQJP9KU', '0593163540']",2,"['Edward Herrmann', 'Richard Davidson']"
1722,Brideshead Revisited,Evelyn Waugh,3,"['B00AJ37CRC', 'B0176SSJEC', 'B0032S7Y9M']",2,"['Jeremy Northam', 'Jeremy Irons']"
1730,Unseen,Karin Slaughter,3,"['B00DCWWYUM', 'B00DLI60KM', '0062895915']",2,"['Penelope Rawlins', 'Kathleen Early']"
1734,Flappers and Philosophers,F. Scott Fitzgerald,3,"['B01MEHB9AI', 'B002V8HGSS', 'B06XKL1FW4']",3,"['Maurice Bean', 'William Dufris', 'Kitty Hendrix']"
1735,The Gambler,Fyodor Dostoevsky,3,"['B0036GMFHG', 'B005GQTIVU', 'B002VAENKK']",3,"['Firdous Bamji', 'Simon Prebble', 'Walter Zimmerman']"
1736,Walden and On the Duty of Civil Disobedience,Henry David Thoreau,3,"['B01D5FNMG0', 'B00IPSETVU', 'B002V0LSG2']",3,"['Philippe Duquenoy', 'Robin Field', 'Robert Bethune']"
1739,Past Tense,Lee Child,3,"['B07DK1BBS6', 'B07HKNV7CL', 'B079Y7KRKL']",2,"['Jeff Harding', 'Scott Brick']"
1744,Blue at the Mizzen,Patrick O'Brian,3,"['B002V5BB0K', 'B002UZL5NE', 'B00QL9XV3W']",3,"['Ric Jerrom', 'Tim Pigott-Smith', 'Patrick Tull']"
1748,Flashman,George MacDonald Fraser,3,"['B00A27W39W', 'B00TJ1O9W6', 'B0099UDIBK']",3,"['Colin Mace', 'Rupert Penry-Jones', 'David Case']"
1749,Resurrection,Leo Tolstoy,3,"['B00A7WCGU8', 'B002V5BMSG', 'B07647MM29']",3,"['Neville Jason', 'Simon Vance', 'Alastair Cameron']"
1751,The Interpretation of Dreams,Sigmund Freud,3,"['B004TC0U3C', 'B071YZXXQP', 'B002V8MSNG']",3,"['Simon Vance', 'Derek Le Page', 'Michael Page']"
1752,Body Double,Tess Gerritsen,3,"['B002V8HJOY', 'B002V0QS62', 'B00PUXHCF8']",3,"['Kathe Mazur', 'Anne Heche', 'Lorelei King']"
1755,The English Girl,Daniel Silva,3,"['B00CS961DG', 'B00DRL41KY', 'B00DP5FHK0']",2,"['George Guidall', 'Jim Barclay']"
1756,The Custom of the Country,Edith Wharton,3,"['B007NKZKDC', 'B002V5GT7A', 'B004QXYEV8']",3,"['Barbara Caruso', 'Grace Conlin', 'Lorna Raver']"
1757,Case Histories,Kate Atkinson,3,"['B00SNTQWHA', 'B002V08CSO', 'B0035A88HY']",2,"['Susan Jameson', 'Jason Isaacs']"
1760,East of the Mountains,David Guterson,3,"['B002V0LW9A', 'B0036JX12Q', 'B002UZKRGA']",3,"['Peter Marinker', 'Edward Herrmann', 'Don Hastings']"
1761,Oryx and Crake,Margaret Atwood,3,"['B002V9Z3JG', 'B002UZKX5K', 'B075H2G8PG']",2,"['John Chancer', 'Campbell Scott']"
1763,The Shadow of the Wind,Carlos Ruiz Zafon,3,"['B002V0QUJC', 'B005EHAPPE', 'B0032N4YFE']",3,"['Daniel Philpott', 'Jonathan Davis', 'James Wilby']"
1764,Moneyball,Michael Lewis,3,"['B0083KX498', 'B005EHN61O', 'B002V5GP1K']",2,"['Michael Lewis', 'Scott Brick']"
1765,Brick Lane,Monica Ali,3,"['B0036GPWUI', 'B002V0QXJY', 'B009W5KAHW']",3,"['Meera Syal', 'Elizabeth Sastre', 'Ayesha Dharker']"
1767,"Carry On, Jeeves",P. G. Wodehouse,3,"['B01BFMOI8Q', 'B00PBEIGPG', 'B00CSX6I2G']",3,"['David McCallion', 'Frederick Davidson', 'Jonathan Cecil']"
1768,The Da Vinci Code,Dan Brown,3,"['B0036JVO6G', 'B0036IOYHI', 'B0032N2MCQ']",2,"['Jeff Harding', 'Paul Michael']"
1779,Prey,Michael Crichton,3,"['B002UUQVFG', 'B002V0KBJM', 'B0036GTO0C']",2,"['George Wilson', 'Robert Sean Leonard']"
1780,False Impression,Jeffrey Archer,3,"['B002V8KU6S', 'B0036GTMT0', 'B00KX8DMW2']",3,"['Anton Lesser', 'Byron Jennings', 'Lorelei King']"
1783,Fallout,Sadie Jones,3,"['B00JOPRXWA', 'B00J53OC8E', 'B00JWVCHWC']",2,"['Steve West', 'Daniel Weyman']"
1789,Musicophilia,Oliver Sacks,3,"['B002VA3PIQ', 'B07CL2K4FX', 'B002VA9LFW']",2,"['John Lee', 'Simon Prebble']"
1796,The Souls of Black Folk,W. E. B. Du Bois,3,"['B002V8MIDG', 'B0047WU6B0', 'B01MYQ494W']",3,"['Richard Allen', 'Rodney Gardiner', 'Mirron Willis']"
1798,Killer Heat,Linda Fairstein,3,"['B002V080DG', 'B002UZDWF8', 'B0036KOI0O']",3,"['Blair Brown', 'Bernadette Dunne', 'Barbara Rosenblat']"
1799,Villette,Charlotte Brontë,3,"['B0056IL8T8', 'B006VI38PY', 'B002V1OP4I']",3,"['Davina Porter', 'Mandy Weston', 'Nadia May']"
1808,Star Island,Carl Hiaasen,3,"['B003TH7Q4Y', 'B00QMOXSE8', 'B006K4YLAA']",2,"['Jeff Harding', 'Stephen Hoye']"
1810,The Soldier's Wife,Joanna Trollope,3,"['B006X45LBA', 'B007X54QPK', 'B006X45WDM']",3,"['Fenella Woolgar', 'Julia Franklin', 'Charlotte Anne Dore']"
1816,A Short History of Nearly Everything,Bill Bryson,3,"['B002V0KFPW', 'B003EGT8X2', 'B002UZMS8U']",2,"['Bill Bryson', 'Richard Matthews']"
1817,The Devil's Punchbowl,Greg Iles,3,"['B002V57PJG', 'B0036ZIG4S', 'B0036GTL8C']",3,"['Jeff Harding', 'Kerry Shale', 'Dick Hill']"
1818,From the Dead,Mark Billingham,3,"['B003W28PXM', 'B00H4GNO2Y', 'B01MSATOJN']",3,"['Mark Billingham', 'Paul Thornley', 'Robert Glenister']"
1821,The Son of Tarzan,Edgar Rice Burroughs,3,"['B00I5OBKPC', 'B005NHOYB6', 'B002VA9BXY']",3,"['Shelly Frasier', 'David Sharp', 'David Stifel']"
1823,Jo's Boys,Louisa May Alcott,3,"['B00B76F2M2', 'B002V0POPI', 'B002V8LLZ2']",3,"['Barbara Caruso', 'C. M. Hébert', 'Flo Gibson']"
1826,Sons of Fortune,Jeffrey Archer,3,"['B002UUKTRW', 'B0036GTNMG', 'B002V5A27S']",2,"['Martin Jarvis', 'Paul Michael']"
1827,Break No Bones,Kathy Reichs,3,"['B002V5B3HG', 'B002V8HJUI', 'B0032N2U46']",2,"['Dorothy Berryman', 'Dorothee Berryman']"
1830,Everybody Dies,Lawrence Block,3,"['B002V1J5ZW', 'B002VA3NPG', 'B00TRKZZ9K']",2,"['Mark Hammer', 'Robert Forster']"
1834,The Devil's Bounty,Sean Black,3,"['B009HA184Q', 'B009ET4ZAY', 'B008RNJ0HG']",2,"['Jeff Harding', 'Elijah Alexander']"
1840,Framley Parsonage,Anthony Trollope,3,"['B002UZZ1QQ', 'B002V8MJNU', 'B00R3NFU3O']",3,"['Simon Vance', 'Timothy West', 'David Shaw-Parker']"
1843,Free Fall,Robert Crais,3,"['B002V0QAQU', 'B0038E4BJ6', 'B00NMVQWLU']",2,"['Mel Foster', 'James Daniels']"
1844,Free Food for Millionaires,Min Jin Lee,3,"['B002V5A2MS', 'B07HNKZSMP', '1549184628']",2,"['Shelly Frasier', 'Jennifer Sun Bell']"
1853,The Sleepwalkers,Christopher Clark,3,"['B00PUQLRLA', 'B0792JRJ6L', '0063008599']",2,"['Derek Perkins', 'Peter Silverleaf']"
1857,French Exit,Patrick deWitt,3,"['B07FN3W3C3', 'B07JB3JPBK', 'B07HCX8TBX']",2,"['Laurence Bouvard', 'Lorna Raver']"
1860,The Smoke Jumper,Nicholas Evans,3,"['B002UZL9JE', 'B002UZMQ8C', 'B002V8MACA']",3,"['Luke Perry', 'Peter Marinker', 'Eric Conger']"
1861,The Double Comfort Safari Club,Alexander McCall Smith,3,"['B0037S1HWW', 'B003RVQDN2', 'B003G4FDWW']",2,"['Adjoa Andoh', 'Lisette Lecat']"
1864,The Snowball,Alice Schroeder,3,"['B002V01IXA', 'B002V5J0EO', 'B0036K2TX2']",2,"['Richard McGonagle', 'Kirsten Potter']"
1872,The Talisman,Sir Walter Scott,3,"['B01LZELE85', 'B002VA8LRQ', 'B002UZKRWO']",3,"['David McCallion', 'Jim Killavey', 'Robert Whitfield']"
1873,"Friends, Lovers, Chocolate",Alexander McCall Smith,3,"['B002V8MIS6', 'B00VJACDXC', 'B0032NAKM0']",2,"['Davina Porter', 'Phyllis Logan']"
1878,44 Scotland Street,Alexander McCall Smith,3,"['B002V0LRRW', 'B005PYURF4', 'B0032N4VIY']",3,"['Blythe Duff', 'Hilary Neville', 'Robert Ian Mackenzie']"
1884,The Sunday Philosophy Club,Alexander McCall Smith,3,"['B002V0RK00', 'B002V9Z3LO', 'B0032N8P22']",3,"['Davina Porter', 'Hilary Neville', 'Phyllis Logan']"
1886,Can Such Things Be?,Ambrose Bierce,3,"['B07RC1G4BJ', 'B005FGR77S', 'B06W9F4CYY']",2,"['Anthony Heald', 'Roger Melin']"
1887,Stay Close,Harlan Coben,3,"['B007I5HKUI', 'B007OWFH3W', 'B007MPI0F8']",2,"['Nick Landrum', 'Scott Brick']"
1888,Exile,Richard North Patterson,3,"['B002V5GRKE', 'B00QUE2Q3E', 'B002V8KME8']",2,"['William Hope', 'Dennis Boutsikaris']"
1891,The Simple Truth,David Baldacci,3,"['B005STYAZ4', 'B06XS18WNN', 'B0036GRRNI']",2,"['Tony Roberts', 'Jonathan Marosz']"
1892,The Terror,Dan Simmons,3,"['B06VT9KJJG', 'B07C939H8C', 'B002V1A2Z4']",2,"['Simon Vance', 'Tom Sellwood']"
1893,Executive Orders,Tom Clancy,3,"['B002V8HCQ4', 'B004ESTSSO', 'B00IPRK6YU']",2,"['Edward Herrmann', 'Michael Prichard']"
1894,Gallows Thief,Bernard Cornwell,3,"['B00NB6NUWA', 'B002V1NNW8', 'B009F1FRNA']",2,"['Jonathan Keeble', 'James Frain']"
1895,Can You Keep a Secret?,Sophie Kinsella,3,"['B002V0M2Q2', 'B002V8HJRQ', 'B0036KO82M']",3,"['Emily Gray', 'Gracie Thomas', 'Kate Reading']"
1901,Emma's Secret,Barbara Taylor Bradford,3,"['B002V0K502', 'B076Y2B16J', 'B006GVPMSC']",3,"['Bea Holland', 'Kate Reading', 'Kate Burton']"
1904,The Surgeon's Mate,Patrick O'Brian,3,"['B002V59T2M', 'B002V1OTVW', 'B00ARKIHGM']",3,"['Ric Jerrom', 'Tim Pigott-Smith', 'Patrick Tull']"
1909,The Hour of the Dragon,Robert E. Howard,3,"['B013XKT81A', 'B071QWL7LZ', 'B00HM8XXOI']",3,"['Harry Shaw', 'Arthur Vincet', 'Felbrigg Napoleon Herriot']"
1911,Jacob's Room,Virginia Woolf,3,"['B07T99H4Y2', 'B002V8LDLY', 'B007I83UNG']",3,"['Flo Gibson', 'Laura Orlando', 'Nadia May']"
1915,The Good Daughter,Karin Slaughter,3,"['B06Y1VYPR9', 'B07121H7RJ', '1460791452']",2,"['Susie James', 'Kathleen Early']"
1918,Canada,Richard Ford,3,"['B0082D79BA', 'B00C0YO9FG', 'B079MGCQRT']",2,"['Adam Sims', 'Holter Graham']"
1919,Newt's Emerald,Garth Nix,3,"['B0160D9PQ0', '0655608079', '1471408647']",2,"['Faye Adele', 'Una Byrne']"
1920,The Good Husband of Zebra Drive,Alexander McCall Smith,3,"['B002VACM08', 'B0032N2SHK', 'B002V8HK9S']",2,"['Adjoa Andoh', 'Lisette Lecat']"
1921,The Horse Whisperer,Nicholas Evans,3,"['B002V5GTY8', 'B002V8L4ZO', 'B002UZMQZK']",3,"['Peter Coyote', 'Frank Muller', 'William Dufris']"
1929,The Dry,Jane Harper,3,"['B01K4GO8UM', 'B01MRZ88TQ', 'B01GSHH17S']",2,"['Stephen Shanahan', 'Steve Shanahan']"
1933,The Song of the Lark,Willa Cather,3,"['1974921891', 'B002V9Z6YI', 'B007MPHO0A']",3,"['Christine Williams', 'Barbara Caruso', 'Carrington MacDuffie']"
1934,Breakdown,Sara Paretsky,3,"['B006R6FK0Q', 'B006RIBWLU', 'B0089O480C']",2,"['Liza Ross', 'Susan Ericksen']"
1937,61 Hours,Lee Child,3,"['B003G8RX9O', 'B003G8J50Y', 'B003VZNEXQ']",2,"['Jeff Harding', 'Dick Hill']"
1938,Nicomachean Ethics,Aristotle,3,"['B0719G7SWK', 'B003HS3BSA', 'B0829BZ62T']",3,"['Andrea Giordani', 'Matthew Josdal', 'Alastair Cameron']"
1940,End in Tears,Ruth Rendell,3,"['B002V8L2YM', 'B002V59W38', 'B002V57QF4']",3,"['Daniel Gerroll', 'John Lee', 'Nigel Anthony']"
1944,The Sisters Brothers,Patrick deWitt,3,"['B004WFXAF6', 'B007SP1ZN6', 'B005T4HG40']",2,"['William Hope', 'John Pruden']"
1945,Evidence,Jonathan Kellerman,3,"['B002V5GY4S', 'B002V0PNPO', 'B008RMGUFC']",2,"['Jeff Harding', 'John Rubinstein']"
1951,The Defiant Agents,Andre Norton,3,"['B071CQ4M5R', 'B004EKP0CA', 'B004IM6JF6']",3,"['Paul Boehmer', 'Mark F. Smith', 'Arthur Vincet']"
1954,The History of the Peloponnesian War,Thucydides,3,"['B002V5B8NA', 'B008RSVTB6', 'B07T3H7RFD']",3,"['Neville Jason', 'Mike Rogers', 'Pat Bottino']"
1956,Motive,Jonathan Kellerman,3,"['B00SG8TXBK', 'B00RDLORSK', 'B00S8U7H1Y']",2,"['Jeff Harding', 'John Rubinstein']"
1957,Emperor of the Eight Islands,Lian Hearn,3,"['B01GKB32UC', 'B01EM8YWT0', 'B01H3TNEJO']",2,"['Paul English', 'Neil Shah']"
1959,State of Fear,Michael Crichton,3,"['B002V1OWEQ', 'B002V57YLK', 'B0036GPOWE']",2,"['George Wilson', 'John Bedford Lloyd']"
1961,Empire of Blue Water,Stephan Talty,3,"['B002VAA7GO', 'B002V1A23G', 'B0030ZYJY0']",2,"['David Bauckham', 'John H. Mayer']"
1962,Empire of Ivory,Naomi Novik,3,"['B002V9Z7HY', '0008338906', 'B002V1BQBI']",2,"['Simon Vance', 'David Thorn']"
1964,The Grace Awakening,Charles R. Swindoll,3,"['B06XDJMXNF', 'B002V5H96K', '1400223180']",3,"['Richard Fredricks', 'Tom Parks', 'Maurice England']"
1966,War and Peace,Leo Tolstoy,3,"['B002V0PVJC', 'B07LFH8K1N', 'B002V0M1PY']",3,"['Frederick Davidson', 'Alan Munro', 'Neville Jason']"
1967,The Deerslayer,James Fenimore Cooper,3,"['B002V0QB0K', 'B004TTR30S', 'B07CQ51TPC']",3,"['David McCallion', 'Peter Berkrot', 'Raymond Todd']"
1968,The Hill of Dreams,Arthur Machen,3,"['B00HJZE2RQ', 'B071R7937P', '1771561483']",3,"['Harry Shaw', 'Alan Munro', 'Arthur Vincet']"
1969,Night and Day,Virginia Woolf,3,"['B00J7W9JHM', 'B073QTRSHT', 'B083PZ1LMQ']",3,"['Juliet Stevenson', 'Laura Orlando', 'Victoria Bradley']"
1971,Zombie Theorem,James Wallace,3,"['B01I5FCDPQ', 'B07DPSSW23', 'B01N8Q3RQ9']",2,"['S.W. Salzman', 'Michael Jameson']"
1975,Snow Flower and the Secret Fan,Lisa See,3,"['B002VA9UYO', 'B002V1OBQU', 'B007R6EGDW']",2,"['Jodi Long', 'Janet Song']"
1977,The Fortune of War,Patrick O'Brian,3,"['B002V0A5Y8', 'B00AKIXMES', 'B002V5CHOE']",3,"['Ric Jerrom', 'Patrick Tull', 'Tim Pigott-Smith']"
1978,Miracles,C. S. Lewis,3,"['B00JPK6BKO', 'B002V8KS3S', 'B00MGU1CZO']",2,"['Simon Vance', 'Julian Rhind-Tutt']"
1979,Bloodline,Mark Billingham,3,"['B0032N2VLS', 'B005BGQK4I', 'B01MR5Y1TJ']",3,"['Mark Billingham', 'Paul Thornley', 'Robert Glenister']"
1980,The Spy,"Clive Cussler, Justin Scott",3,"['B005LRVIPI', 'B003P5L22M', 'B003P6JNQI']",2,"['Richard Ferrone', 'Scott Brick']"
1983,Alexander Hamilton,Ron Chernow,3,"['B002UZLEFS', 'B002V57WH6', 'B077DPKYB8']",2,"['Grover Gardner', 'Scott Brick']"
1984,When the Wind Blows,James Patterson,3,"['B015D4ZV4C', 'B002V0LVKK', 'B007XHMSF8']",3,"['Blair Brown', 'Kimberly Schraf', 'Liza Ross']"
1987,Revelations of Divine Love,Julian of Norwich,3,"['B0036GPVGS', 'B077JCJJ52', 'B07PY414WB']",3,"['Katie Scarfe', 'Pam Ward', 'Thomas Collins']"
1990,The Constant Gardener,John le Carré,3,"['B008XDHP6I', 'B002VA9SQ4', 'B0065JSNG8']",2,"['John le Carré', 'Michael Jayston']"
1994,The Twelfth Card,Jeffery Deaver,3,"['B002V1C0WW', 'B002V59ZWG', 'B0036KV744']",2,"['George Guidall', 'Dennis Boutsikaris']"
1996,The Collectors,David Baldacci,3,"['B002V8N2X6', 'B0764LCYMD', 'B0036GRQRA']",3,"['Tom Wopat', 'LJ Ganser', 'Steven Pacey']"
1999,The Twelve Caesars,Suetonius,3,"['B002V1O49E', 'B004TTKZYE', 'B07QCD2Y62']",3,"['Clive Chafer', 'Charlton Griffin', 'Andrea Giordani']"
2002,"Right Ho, Jeeves",P. G. Wodehouse,3,"['B002VACM30', 'B002VAA8HW', 'B002V1BJOW']",2,"['Jonathan Cecil', 'Nicolas Coster']"
2003,Chapters from My Autobiography,Mark Twain,3,"['B07NQJ7QKB', 'B0047P9HPS', 'B00CWF5FM4']",3,"['Richard Henzel', 'John Howels', 'Bronson Pinchot']"
2004,Five Children and It,E. Nesbit,3,"['B007BFXGB2', 'B00BAWSJOQ', 'B01MRV9M5D']",3,"['Johanna Ward', 'Virginia Leishman', 'Flo Gibson']"
2007,Rinkitink in Oz,L. Frank Baum,3,"['1974937666', '1982719338', 'B071QWZ9KB']",3,"['Pierre Moreau', 'Marietta DePrima', 'Edward Miller']"
2009,Our Kind of Traitor,John le Carré,3,"['B0045DASMS', 'B0042AH7SW', 'B0042LHQU0']",3,"['John le Carré', 'Robin Sachs', 'Michael Jayston']"
2011,Into Thin Air,Jon Krakauer,3,"['B01C99M0I4', 'B002V0QF9M', 'B002V5H7NU']",2,"['Jon Krakauer', 'Philip Franklin']"
2014,The Kalahari Typing School for Men,Alexander McCall Smith,3,"['B002UP1LQK', 'B0032N4V5C', 'B002V0A5SO']",3,"['Adjoa Andoh', 'Lisette Lecat', 'Hilary Neville']"
2015,My Brilliant Career,Miles Franklin,3,"['B00OZY4PXA', 'B002V5B63C', 'B086XLCNLF']",3,"['Keira Grace', 'Carrie Bickmore', 'Megan Rees']"
2017,A Spot of Bother,Mark Haddon,3,"['B002V1OD9A', 'B002V0RLI6', 'B0032N2S1Q']",3,"['Simon Vance', 'Alex Jennings', 'Charles Keating']"
2019,Gone Tomorrow,Lee Child,3,"['B002V8KTJQ', 'B002V0LUKG', 'B0030URCTE']",2,"['Jeff Harding', 'Dick Hill']"
2021,The Fifth Letter,Nicola Moriarty,3,"['B01M5KSF6W', 'B06XSKLZNT', 'B01MS9CSDN']",2,"['Candice Moll', 'Natasha Jacobs']"
2022,Unexpected Blessings,Barbara Taylor Bradford,3,"['B07981QG2G', 'B002UZNB04', 'B002V5CR7G']",3,"['Terry Donnelly', 'Bea Holland', 'Kate Burton']"
2027,The Comet Seekers,Helen Sedgwick,3,"['B01KWB3CTC', 'B01K8K4AN4', 'B01LY581S4']",2,"['Michelle Fox', 'Billie Fulford-Brown']"
2030,Murder Is Easy,Agatha Christie,3,"['B008CQJO7Y', '0063031248', '0008380643']",2,"['Gemma Whelan', 'Hugh Fraser']"
2032,The Jewel of Seven Stars,Bram Stoker,3,"['B074MHYLMP', 'B002V0QRRC', 'B079WW87S6']",3,"['David McCallion', 'Simon Vance', 'Jack Brown']"
2036,Blood and Gold,Anne Rice,3,"['B002UZZ6ZW', 'B01LZYSXWJ', 'B008I6BYMQ']",2,"['Roger Rees', 'Derek Jacobi']"
2037,The Trial,Franz Kafka,3,"['B002V8KJO6', 'B002V0A6VA', 'B00W5TRBNI']",3,"['Geoffrey Howard', 'Mike Vendetti', 'George Guidall']"
2038,Gone,Jonathan Kellerman,3,"['B002VAGO66', 'B002VACOFQ', 'B002V1CJQ4']",2,"['Jeff Harding', 'John Rubinstein']"
2039,Night School,Lee Child,3,"['B01JKE3C24', 'B01GEKZ3U6', 'B01M0YDVT2']",2,"['Jeff Harding', 'Dick Hill']"
2043,Worth Dying For,Lee Child,3,"['B0045VT4NY', 'B0045VY51A', 'B004EJZVZM']",2,"['Jeff Harding', 'Dick Hill']"
2044,L.A. Requiem,Robert Crais,3,"['B0070YY0ZA', 'B002V5BDTE', 'B077J6VQNK']",2,"['John Bedford Lloyd', 'Ron McLarty']"
2046,Faust,Johann Wolfgang von Goethe,3,"['B00769VTJY', 'B017WT6MIU', 'B085Y4H3DQ']",3,"['David McCallion', 'Tim Habeger', 'Luana Maranz']"
2055,The Cosmic Computer,H. Beam Piper,3,"['B004LSY3ZK', 'B071YMM1HB', 'B00LMDAT2S']",3,"['Harry Shaw', 'Jeffrey Kafer', 'Arthur Vincet']"
2057,My Antonia,Willa Cather,3,"['B00HHDCDO4', '1606462997', 'B002V0K9W6']",3,"['Nicholas Mondelli', 'Grover Gardner', 'George Guidall']"
2059,Zuleika Dobson,Max Beerbohm,3,"['B0719DC8Z9', 'B0844MJ3FF', 'B083JNTN4M']",3,"['John Roland', 'Flo Gibson', 'Graham Scott']"
2060,The Falls,Ian Rankin,3,"['B002V1LE24', 'B005V2HHSK', 'B0032N50Y8']",2,"['Samuel Gillies', 'James Macpherson']"
2061,The Far Side of the World,Patrick O'Brian,3,"['B002V0RG0Y', 'B00BZA3JPC', 'B002V8HHVE']",3,"['Ric Jerrom', 'Patrick Tull', 'Tim Pigott-Smith']"
